album,title,singer,lyrics,start_time,end_time
Leviathan,hearts alive,Troy Sanders, Time and space All alone It can be a lonely place There it goes Opening up I can't stand I can't breathe ,4:00,4:18
Leviathan,hearts alive,Troy Sanders, Rolled fin out Oil stripped Hold is filled ,4:48,5:00
Leviathan,hearts alive,Troy Sanders, Ocean coil Water boils He swims to the surface Flame from mouth Smoke he breathes Enter the caverns of the deep ,5:17,5:37
Leviathan,hearts alive,Troy Sanders, Time and space All alone It can be a lonely place There it goes Opening up I can't stand I can't breathe ,5:52,6:10
Leviathan,hearts alive,Troy Sanders, Terrified Ghastly cry Spiraled lives Taken down Taken down ,6:38,6:59
Leviathan,hearts alive,Troy Sanders, The iron side Bucket of lead Battle is she Not for defeat ,8:30,8:51
Leviathan,hearts alive,Troy Sanders, The iron side Bucket of lead Battle is she ,9:33,9:46
Leviathan,i am ahab,Troy Sanders, There's magic in the water that attracts all men Across hills and down streams The turning of the tide ,0:37,1:11
Leviathan,i am ahab,Troy Sanders, Outlook Future bright Selfish Beauty shines ,1:37,1:53
Leviathan,i am ahab,Troy Sanders, Light cloud rain drive on ,1:53,1:55
Leviathan,i am ahab,Troy Sanders," 13 years to this day red planet aligned Into sight 60,000 years of light Fascination with a mountain put to sea Built to slay and conquer All with teeth of beasts ",2:17,2:35
Leviathan,iron tusk,Troy Sanders, Straight line Feel it burst liver and lung Long and strong 'Til she spills her black blood ,0:19,0:33
Leviathan,iron tusk,Troy Sanders, Center down Vast the head body and tail Shatter life Physeter catodon ,0:55,1:10
Leviathan,iron tusk,Troy Sanders, Culture vulture Elephant graveyard ,1:18,1:31
Leviathan,iron tusk,Brent Hinds, Culture vulture Elephant graveyard ,1:18,1:31
Leviathan,iron tusk,Troy Sanders, Culture vulture ,2:02,2:06
Leviathan,iron tusk,Brent Hinds, Culture vulture ,2:02,2:06
Leviathan,iron tusk,Troy Sanders, Engage monster Wreaking vengeance Assault with all martial rage ,2:14,2:33
Leviathan,iron tusk,Brent Hinds, Engage monster Wreaking vengeance Assault with all martial rage ,2:14,2:33
Leviathan,iron tusk,Troy Sanders, Sail on ,3:01,3:03
Leviathan,iron tusk,Brent Hinds, Sail on ,3:01,3:03
Leviathan,island,Brent Hinds, Given decision to live Not taken The flight towards the light I'll stay in the lava for life Erupting when gods take us all Changing the peaks makes us pour From the mountain and burn The path of our time ,0:06,0:22
Leviathan,island,Troy Sanders, Hail people of Iceland Journey of a land anew Ram as our liaison Vision inspire and move Awe holy island Breed the lagoon to run free Raw beauty is ruthless within the golden ring ,0:22,0:46
Leviathan,island,Troy Sanders, Precision of Grungir Spear of the Norse God Odin Praise our Pagan Father Founder of the Althing ,0:58,1:09
Leviathan,island,Brent Hinds, Given decision to live Not taken The flight towards the light I'll stay in the lava for life Erupting when gods take us all Changing the peaks makes us pour From the mountain and burn The path of our time ,1:27,1:43
Leviathan,island,Troy Sanders, Ruler of sky's thunder The honourable warrior All divination Beward the Hammer of Thor ,1:43,1:56
Leviathan,island,Troy Sanders, Lava goddess Ice and fire Settling down Ocean Geysir Gullfoss Heimaey '73 ,2:54,3:09
Leviathan,megalodon,Troy Sanders, Myth or legend Nymph tale washed ashore Near the kraken sleepeth stirs coral and bone Infinite city No sexy sneer Hideous creation Human and animal Banter songs of rudeness to be adhered Not on rocks that glisten Harps to listen Comb hair Tear right to pieces Left to recess a watery grave ,0:49,1:21
Leviathan,megalodon,Troy Sanders, Sensing the blood of prey ,1:54,1:57
Leviathan,megalodon,Troy Sanders, Swimming in fear for life Rolling over Falling into jaws Teeth that chatter It distracts them all The Fiji mermaid She will let it know Time is coming to feed and knaw ,2:23,2:48
Leviathan,megalodon,Troy Sanders, Rolling over Falling into jaws Teeth that chatter It distracts them all The Fiji mermaid She will let it know Time is coming to feed and knaw ,3:22,3:40
Leviathan,naked burn,Brent Hinds, Angels dancing with a mortal a sin A giant born within a woman's womb Nephilim walking through the forest breaking limbs As we bow and give respect to the gods ,0:19,0:39
Leviathan,naked burn,Brent Hinds, Save yourself Don't wait on me ,0:58,1:17
Leviathan,naked burn,Troy Sanders, My feet are sewn Endless bottom ,1:33,1:37
Leviathan,naked burn,Brent Hinds, The church is burning from the inside out Altars falling into ashes again An eagle fly upon horizons with sight Focusing on all our family and friends Apologize Can we rise above it Climb the line It's a good endeavor The ships arrived Let's sail into the weather Our crying eyes Save yourself Don't wait on me ,1:55,2:47
Leviathan,naked burn,Troy Sanders, My feet are sewn Endless bottom ,3:07,3:10
Leviathan,seabeast,Brent Hinds, If I stand around and watch them drown in a pool of gray When we dive in I can surely say there's feud with force Am I in your way? Please knock me down. Can I help you in? When I'm not around let us all be found in certain ways ,0:36,1:02
Leviathan,seabeast,Brent Hinds, Dear Mr. Queequeg you have been informed your life's been saved You are not a black-hearted vicious mess so it has been claimed If this is the beast pulling us towards the east with mighty waves Let us look inside and pull out all your pride you know it's up to us ,1:25,1:51
Leviathan,seabeast,Troy Sanders, Holding pasts in ash black earth Bound by roots Roots into sand Grow towards the giver ,2:02,2:22
Leviathan,seabeast,Brent Hinds," There's an open wound placed upon my heart in anger's rage If we open up a spirit, a spirit that can bleed Ahab the leading lad we can trust his obsession carries them Meet us at the temple healing all the crippled Don't forget the maimed ",2:22,2:50
Leviathan,seabeast,Troy Sanders, Lower soul sent with gifts offering Teeth of hope travel with Child laid next to mother ,2:50,3:10
Once More Round the Sun,asleep in the deep,Brann Dailor," The moment you walked in the room my friend  The demons, they all went away  Be careful they're only asleep for a while  Pretending there's nothing to say  Throw salt in all the corners here  Make sure you watch him leave  Build up the walls around this house  And dig out the rot in the floor  Block out the entrance with brick and stone  And mortar that's made from coal  Crawl into this hole I've made  Transform these feelings of fear  ",0:31,1:52
Once More Round the Sun,asleep in the deep,Brent Hinds, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  ,1:54,2:09
Once More Round the Sun,asleep in the deep,Brann Dailor, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  ,1:54,2:09
Once More Round the Sun,asleep in the deep,Troy Sanders, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  ,1:54,2:09
Once More Round the Sun,asleep in the deep,Troy Sanders, Loose lips have fallen on deaf ears  Loose lips have fallen on blind eyes  ,2:12,2:36
Once More Round the Sun,asleep in the deep,Brann Dailor, Loose lips have fallen on deaf ears  Loose lips have fallen on blind eyes  ,2:12,2:36
Once More Round the Sun,asleep in the deep,Brann Dailor, An ocean of sorrow surrounds this home  I hope that we make it to shore  As time chips away at the fortress walls  Its seems that we weathered the storm The sun begins to show itself  Revealing victory  ,3:07,3:46
Once More Round the Sun,asleep in the deep,Brann Dailor, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  ,3:48,4:18
Once More Round the Sun,asleep in the deep,Brent Hinds, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  ,3:48,4:18
Once More Round the Sun,asleep in the deep,Troy Sanders, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  ,3:48,4:18
Once More Round the Sun,asleep in the deep,Brann Dailor, Loose lips have fallen on deaf ears  Loose lips have fallen on blind eyes  ,4:20,4:44
Once More Round the Sun,asleep in the deep,Troy Sanders, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind ,5:35,6:07
Once More Round the Sun,asleep in the deep,Brent Hinds, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind ,5:35,6:07
Once More Round the Sun,asleep in the deep,Brann Dailor, I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind  I'm on fire  Say you'll remember her voice  And I can't get you out of my mind ,5:35,6:07
Once More Round the Sun,aunt lisa,Brann Dailor,"  I don't see the fearsome fright  All I see is beauty shine  Not much time to say goodnight  I can hear you scream in the sky  Nephew do you feel all right  Always up in overdrive  They would try to smother you  Never let your feelings through  Where you go, you wonder if you live out loud Where you go, you wonder if you live out loud  Where you go, you wonder if you live out loud  ",0:20,1:16
Once More Round the Sun,aunt lisa,Brent Hinds,  I'm sniffing your garden  I'm sniffing your rose  She's stuck in the middle  You know how it goes  They're crawling across now  They'll give him some blow  We'll do him a favor  We'll give him some gold  ,1:18,1:49
Once More Round the Sun,aunt lisa,Brann Dailor,"  I remember your eyes came out  I can see you run and shout  Don't know where to place the blame  You knew how to hide your pain  We just want to see you alive  Taught me how to speak my mind  Release you in atmosphere  It was just too small in here  Where you go, you wonder if you live out loud  Where you go, you wonder if you live out loud  Where you go, you wonder if you live out loud  ",1:54,2:52
Once More Round the Sun,aunt lisa,Brent Hinds,  Live out loud now  We don't live in silence when we live out loud now  We live on the journey  You go with them  ,3:02,3:28
Once More Round the Sun,aunt lisa,Guest,  Hey! Ho!  Let's fucking go  Hey! Ho!  Let's get up and rock n' roll Hey! Ho!  Let's fucking go  Hey! Ho!  Let's get up and rock n' roll Hey! Ho!  Let's fucking go  Hey! Ho!  Let's get up and rock n' roll ,3:28,4:02
Once More Round the Sun,chimes at midnight,Troy Sanders," I saw the mountain crumble down  I saw colossus in flames  I heard the ocean draining  Nothing that I could ever tame  Off with my head, come down the line  I have the right to decide  I'll bring this light, as is the sky  Altered minds they criticize  ",0:47,1:33
Once More Round the Sun,chimes at midnight,Troy Sanders," Unrest within your flesh  How can we stop this pollution? Altering trouble, you cannot fix  Envy of others never makes me rich  All my heroes, they're all dead  As I remain here inside my  ",1:48,2:20
Once More Round the Sun,chimes at midnight,Brent Hinds, We have heard the chimes at midnight  Into the void I go  Will I ever see your face again? Or will black be all I know? ,2:21,2:44
Once More Round the Sun,chimes at midnight,Troy Sanders," Arriving inside  Our hearts alive  And the darkness here is grim  But it found us, surrounded  Lead me deep into the canyon  You put your guidance in the wrong hands  Feet ungrounded, giving your best  Now take your gold into silence  You take a stand, bracing yourself  For this cold is never ending  ",2:59,4:01
Once More Round the Sun,chimes at midnight,Brent Hinds, We have heard the chimes at midnight  Into the void I go  Will I ever see your face again? Or will black be all I know? ,4:01,4:24
Once More Round the Sun,chimes at midnight,Troy Sanders, Arriving inside  Ire hurst a life! ,4:38,4:52
Once More Round the Sun,diamond in the witch house,Troy Sanders, Wide is the line  Separates the rivers from the dirt  All the while I wonder who's the one ,0:45,1:02
Once More Round the Sun,diamond in the witch house,Scott Kelly, Within the one and only eye  Within the one and only eye  Within the one and only eye  Within the one and only eye ,1:04,1:25
Once More Round the Sun,diamond in the witch house,Troy Sanders, Can you see there's a child  Standing idle by us in this mess  Who am I to cause this emptiness ,1:26,1:45
Once More Round the Sun,diamond in the witch house,Scott Kelly, Willing the sea  To cleanse my soul of all I've been  To bring me free to this clarity  Clarity ,1:52,2:23
Once More Round the Sun,diamond in the witch house,Troy Sanders," Trouble rolls in  As the tides, they twist and make the turn  Pain subsides and sweeps across the earth again ",2:36,2:54
Once More Round the Sun,diamond in the witch house,Scott Kelly, Willing the sea  To cleanse my soul of all that I've been  To bring me free to this clarity  Clarity  ,3:01,3:33
Once More Round the Sun,diamond in the witch house,Scott Kelly, Within the one and only eye  Within the one and only eye  Within the one and only eye  Within the one and only eye  ,3:45,4:06
Once More Round the Sun,diamond in the witch house,Scott Kelly, I'm standing deep in these waters  Bleeding free and bent to drag us onto new visions  Only loss fills my void  Only loss fills my void  Only loss fills my void  ,4:26,5:06
Once More Round the Sun,diamond in the witch house,Scott Kelly," Only the void connects me  With these mountains of dust, blood and soil  The stones born in the flames of truth  Demand a sacrifice  A sacrifice  A sacrifice  Don't just bleed us and leave us to ourselves  We will return so deeply harmed, and we will shatter you And we will shatter you And we will shatter you ",5:53,7:29
Once More Round the Sun,ember city,Troy Sanders,  You walk with boundless grace  Think old thoughts from yesterday  All being lost in the fire  You wandered and lost the way  Someone's always left behind  When the door of life closes  ,0:30,0:55
Once More Round the Sun,ember city,Brann Dailor,  And you were slipping away  What do I say to you  What do I say to you  And if I want you to stay  What do I say to you? What do I say to you? ,0:58,1:23
Once More Round the Sun,ember city,Troy Sanders,  This moment I take for you  Think of all we didn't do  All seeking answers from this  Hope to come out alive  Standing still my hands are tied  Our eyes open up to the sky  ,1:38,2:05
Once More Round the Sun,ember city,Brann Dailor,  And you were slipping away  What do I say to you  What do I say to you  And if I want you to stay  What do I say to you? What do I say to you? ,2:07,2:32
Once More Round the Sun,ember city,Brann Dailor,  And you were slipping away  What do I say to you  What do I say to you  And if I want you to stay  What do I say to you? What do I say to you? ,3:45,4:11
Once More Round the Sun,feast your eyes,Troy Sanders, You call for reasons  It turns me inside out  There's no direction  No ebb and flow  You call them rejects  They're all I have  The mills of life  They will grind you down  ,0:22,0:40
Once More Round the Sun,feast your eyes,Troy Sanders, See the red  All I know is  See the red  Watch it flowing  ,0:41,0:53
Once More Round the Sun,feast your eyes,Brann Dailor, See the red  All I know is  See the red  Watch it flowing  ,0:41,0:53
Once More Round the Sun,feast your eyes,Troy Sanders, I see a vision  Chew it with my teeth  Believe the dying  And minds that read  A change in season  Your mind crawls black  Turning neurotic  A self attack  ,0:54,1:14
Once More Round the Sun,feast your eyes,Brann Dailor, See the red  All I know is  See the red  Watch it flow  ,1:14,1:28
Once More Round the Sun,feast your eyes,Troy Sanders, See the red  All I know is  See the red  Watch it flow  ,1:14,1:28
Once More Round the Sun,feast your eyes,Troy Sanders, The beast is vicious  Turns your pale face green  And keep the search on for mystery  You told a secret  Confide into the trees  Thinking you know a man's history  ,1:49,2:08
Once More Round the Sun,feast your eyes,Troy Sanders, See the red  All I know is  See the red  Watch it flowing  ,2:09,2:22
Once More Round the Sun,feast your eyes,Brann Dailor, See the red  All I know is  See the red  Watch it flowing  ,2:09,2:22
Once More Round the Sun,feast your eyes,Troy Sanders, Fall into pieces  I swear we're done  You stick with me and prevail as one  Fall into pieces  I swear we're done  You stick with me and prevail as one ,3:02,3:20
Once More Round the Sun,haloween,Brent Hinds,"  Orange and black take me back to halloween  I've given to the blind can't you see? Gasoline runs through my veins, so don't you mess with me  I couldn't tame that beast with a handful of meat  ",0:18,0:40
Once More Round the Sun,haloween,Brent Hinds,"  Just wait 'till that robe falls at my feet  Cold and dilated like my memories  Strange voices in my head, who could they be  It's the master of disguise and he's breaking me  ",0:59,1:19
Once More Round the Sun,haloween,Brann Dailor,  You will find spirits never rise  Without warning  Feel your fate as you come alive  They're here to take you home  ,1:22,1:44
Once More Round the Sun,haloween,Brent Hinds,  Crashing through the walls  You're the one  I want to see  Bent all up on a moon-soaked night  Death is riding with me  Dripping blood with hell froze at my feet  Use a razor blade to cut some lines  Because now I'm going to speed  ,1:59,2:20
Once More Round the Sun,haloween,Brann Dailor,  You will find spirits never rise  Without warning  Feel your fate as you come alive  They're here to take you ,2:24,2:45
Once More Round the Sun,high road,Troy Sanders,"  You let the wind take us down  You let the storm come and wipe us out  I saw the fog snuff you out  I saw the ocean come take you under  I have my boots stuck in your mouth  I'll have you screaming for your last breath, yeah  I'll shove them both deep inside  Patiently waiting for deep devour  ",0:42,1:23
Once More Round the Sun,high road,Brann Dailor,  You take the high road down  I'll take the ground below you  You take the high road down  I'll take the ground below  ,1:24,1:42
Once More Round the Sun,high road,Troy Sanders,"  You are the one who nobody likes  You are the plague that was brought here by rats  I'd like to hunt you, that's fact  Watching you fade out and never go back  ",1:54,2:11
Once More Round the Sun,high road,Brann Dailor,  You take the high road down  I'll take the ground below you  You take the high road down  I'll take the ground below  ,2:13,2:32
Once More Round the Sun,high road,Brann Dailor,  You take the high road down  I'll take the ground below you  You take the high road down  I'll take the ground below ,3:33,3:50
Once More Round the Sun,once more round the sun,Brent Hinds," I'm a man and that's who I am  And I'll tell you that to your face  I'm from the clouds and I shine like the moon  And I'm here to fuck up the place  Make it last, make it count  One more 'round and I'll see you outside  Heaven knows life can turn on a dime  So lets enjoy our time  ",0:12,0:37
Once More Round the Sun,once more round the sun,Troy Sanders," They have got me hanging upside down, again  Once more 'round the sun we go again  ",0:38,0:50
Once More Round the Sun,once more round the sun,Brent Hinds, What's the meaning of life that we lead when  We're caught up in the race  My heart is spinning like a merry-go-round  And I want you to take a ride  I know it's rough and I know that you are weary  But its nice once you step inside  Roll me over and turn me around and lets make up on time  ,1:04,1:28
Once More Round the Sun,once more round the sun,Troy Sanders," They have got me hanging upside down, again  I just want to melt into the sun again  Once more 'round the sun we go again  ",1:30,1:46
Once More Round the Sun,once more round the sun,Troy Sanders,  They have got me hanging upside down again  I just want to melt into the sun again  They have got me hanging upside down again  Once more 'round the sun we go again ,2:21,2:42
Once More Round the Sun,the motherload,Brann Dailor,"  I can see what the world has done to you  I can feel the weight, feel the weight  I can see what this life has handed you  I can feel the weight, feel the weight  This time, this time, things'll work out just fine  We won't let you slip away  This time, this time, things'll work out just fine  We won't let you leave this way  ",0:17,1:09
Once More Round the Sun,the motherload,Troy Sanders,  If you want you can will it  You can have it  I can put it right there in your hands  ,1:11,1:23
Once More Round the Sun,the motherload,Brann Dailor,"  I can hear what the spirits are telling you  I can clear the weight, clear the weight  I can see all the wolves as they circle you  I can crush the weight, crush the weight  This time, this time, things'll work out just fine  We won't let you slip away  This time, this time, things'll work out just fine  We won't let you leave this way  ",1:36,2:28
Once More Round the Sun,the motherload,Troy Sanders,  If you want you can will it  You can have it  I can put it right there in your hands  ,2:30,2:42
Once More Round the Sun,the motherload,Brann Dailor,"  This time, this time, things'll work out just fine  We won't let you slip away  This time, this time, things'll work out just fine  We won't let you leave this way  ",4:14,4:40
Once More Round the Sun,the motherload,Troy Sanders,  If you want you can will it  You can have it  I can put it right there in your hands ,4:41,4:54
Once More Round the Sun,tread lightly,Troy Sanders," Through the ages, all the weary and the blind  Facing the unknown  Off the venom  Center our lives  Knowing not your own is unwise  And  I will return for more  The light will lead you ashore  Paralyzed by  Paralyzed by  Paralyzed by thorn inside  To the angel  Breathing on me from the right  A guilt you'll never know  From the devil  Staring from the left hand side  Souls to animal  Recede your eyes  Sulk in disgust  When there is doubt look to the obvious  And  I'll decide what you will pay  Changing your mind seals our fate  ",0:51,2:39
Once More Round the Sun,tread lightly,Troy Sanders, Paralyzed by  Paralyzed by  Paralyzed by thorn inside  ,2:44,2:55
Once More Round the Sun,tread lightly,Troy Sanders, Open your eyes  Take a deep breath and return to life  Wake up and fight  Fight for the love and the burning light  ,2:55,3:25
Once More Round the Sun,tread lightly,Brann Dailor, Open your eyes  Take a deep breath and return to life  Wake up and fight  Fight for the love and the burning light  ,2:55,3:25
Once More Round the Sun,tread lightly,Troy Sanders, Open your eyes  Take a deep breath and return to life  Wake up and fight  Fight for the love and the burning light ,4:08,4:34
Once More Round the Sun,tread lightly,Brann Dailor, Open your eyes  Take a deep breath and return to life  Wake up and fight  Fight for the love and the burning light ,4:08,4:34
Remission,burning man,Eric Saner, coals under foot burst into flames become the earth's ashes remain awaiting sand a burning man ,0:40,0:52
Remission,burning man,Eric Saner, approach the door where i place blame take the first step cleansing my shame awaiting sand a burning man ,0:57,1:10
Remission,burning man,Eric Saner, coals under foot burst into flames become the earth's ashes remain awaiting sand a burning man ,1:47,2:00
Remission,burning man,Eric Saner, approach the door where i place blame take the first step cleansing my shame awaiting sand a burning man ,2:05,2:17
Remission,crusher destroyer,Eric Saner, lesson the honoring instinct of animal pressure no blame on the red bull throw fury at him ,0:34,0:46
Remission,crusher destroyer,Eric Saner, aim gorge and win less contenders on the way today let them pay nothing lost nothing gained listen ,0:52,1:15
Remission,crusher destroyer,Eric Saner, here lies the warning for matador blackout blood running the dirt floor won't bleed by accident ,1:36,1:48
Remission,crusher destroyer,Eric Saner, burn your game plan ,1:52,1:15
Remission,march of the fire ants,Eric Saner, as passion encircles the daily storm the heart bleeds and droughts do not ,0:50,1:10
Remission,march of the fire ants,Eric Saner, bone grave bone engraved stone grave stone engraved bone grave bone engraved stone grave stone engraved all circles created with intention an ocean turns yellow it soothes the eye bone grave bone engraved stone grave stone engraved bone grave bone engraved stone grave stone engraved ,1:16,2:28
Remission,mother puncher,Eric Saner, change stand grow these things you'll never be taste your fate all that you'll ever be a life love unconditional a life love love unconditional ,1:52,2:25
Remission,mother puncher,Eric Saner, chase chase 'em down string 'em up hate hate the ones who bring you down chase chase 'em down string 'em up hate hate the ones who bring you down chase chase 'em down string 'em up hate hate the ones who bring you down ,3:12,4:46
Remission,ole nessie,Eric Saner, sanction lived in taught by masters flight of giving be mine always here for duration miss my sweet love times of sailing keep me grounded make us sure of future sanctions ,2:43,3:29
Remission,ole nessie,Eric Saner, sanction lived in taught by masters flight of giving be mine always here for duration miss my sweet love times of sailing keep me grounded make us sure of future sanctions ,4:16,4:55
Remission,trainwreck,Eric Saner, life's changed yet remain the same basking in an afterglow i did not know i am here in shadows island lying hopeless wondering all questions exhaust me ,2:43,3:19
Remission,trainwreck,Eric Saner, life's changed yet remain the same basking in an afterglow i did not know i am here in shadows island lying hopeless wondering all questions exhaust me ,3:54,4:30
Remission,trainwreck,Eric Saner, running screaming chanting for all this land i've seen its worth helping all for times sake it brings me work pinned to this world running screaming chanting for all this land i've seen its worth helping all for times sake it brings me work pinned to this world ,4:45,5:28
Remission,trampled under hoof,Eric Saner, birth original plan who will issue days and strike them hurry to mystic plains go ,0:25,0:50
Remission,trampled under hoof,Eric Saner, life's blood life's blood life's blood my life's blood ,0:57,1:05
Remission,trampled under hoof,Eric Saner, life's blood life's blood life's blood life's blood ,1:15,1:25
Remission,trampled under hoof,Eric Saner, life's blood life's blood life's blood life's blood ,1:49,1:58
Remission,trampled under hoof,Eric Saner, hurdle in the path struck down all is clear for play ,2:31,2:42
Remission,trilobite,Eric Saner, if you can't get it i can't get it fly soul is single wind beneath us i can't take it if you can't take it fly soul is single wind beneath us ,0:49,1:28
Remission,trilobite,Eric Saner, if you can't get it i can't get it fly soul is single wind beneath us i can't take it if you can't take it fly soul is single wind beneath us ,2:32,3:10
Remission,trilobite,Eric Saner, shades of sixteen you're with me shades of sixteen remember shades of sixteen you're with me shades of sixteen remember ,4:12,4:44
Remission,where strides the behemoth,Eric Saner, condition tomorrow with visions inlaid the priest stands to our right a princess is mine ,0:42,0:57
Remission,where strides the behemoth,Eric Saner, the regress of some minds further chase the prize pretentious you follow religion is mine ,1:10,1:23
Remission,where strides the behemoth,Eric Saner, anger precedes my footsteps haunting past comes into head horizon seems so far away this life close to end of days kill and i will be damned forgive and i will be free ,1:58,2:30
Remission,where strides the behemoth,Eric Saner, unified eyesight grow ,2:51,2:55
Remission,workhorse,Eric Saner, slaved into brittle and worked for days only thing that paves your stay look behind you see what you've made like a workhorse stands for miles work for you and never get tired roll 'em up it's time to go we'll be back before it's too long ,0:44,1:03
Remission,workhorse,Eric Saner, shaved into rhythm work for days consequences we have paid to be free in a world we've made like a workhorse stands for miles work for you and never get tired roll 'em up it's time to go we can bet on all that's lost before it's too long ,1:22,1:43
Remission,workhorse,Eric Saner, burning hell ,1:58,2:00
The Hunter,all the heavy lifting,Troy Sanders, Lift you up again  Give you to the trees  All sound and visions are  What they ask of me  Let's run fast through the fields  Over mountaintops  Let's swim through ocean water  And we'll never stop  ,0:15,0:40
The Hunter,all the heavy lifting,Troy Sanders, Just close your eyes  And pretend that everything's fine  Just close your eyes  I'll tell you when  ,0:44,1:05
The Hunter,all the heavy lifting,Troy Sanders," Can you show me  Where to find the stream? I've been told before  That the water's clean  Will you come with me? Two of us can drink  Move quick, we've got to hurry  There's no time to think  ",1:06,1:32
The Hunter,all the heavy lifting,Troy Sanders, Just close your eyes  And pretend that everything's fine  Just close your eyes  I'll tell you when  ,1:34,1:56
The Hunter,all the heavy lifting,Troy Sanders, We didn't come this far  Just to turn around  We didn't come this far  Just to run away  Just ahead  We will hear the sound  The sound that gives us  A brand new day  ,2:51,3:14
The Hunter,all the heavy lifting,Troy Sanders, Just close your eyes  And pretend that everything's fine  Just close your eyes  I'll tell you when ,3:20,3:44
The Hunter,bedazzled fingernails,Troy Sanders, Give and take  We are full of pride  All is proved in time  Lay me down  Stand my ground  Lay me down  Stand my ground  ,0:17,0:53
The Hunter,bedazzled fingernails,Troy Sanders, Taking a life I see it flash before my eyes  ,0:57,1:03
The Hunter,bedazzled fingernails,Troy Sanders, Taking a life I see it flash before my eyes  ,1:22,1:29
The Hunter,bedazzled fingernails,Troy Sanders, Rule by the head  Endure the test of time  Plant the seed of mind  Lay me down  Stand my ground  Lay me down  Stand my ground  Taking a life I see it flash before my eyes  ,1:48,2:33
The Hunter,bedazzled fingernails,Troy Sanders, Taking a life I see it flash before my eyes ,2:51,2:58
The Hunter,black tongue,Troy Sanders, I burned out my eyes  I cut off my tongue  I sealed them with all of the silver  And now  I have none  ,0:30,0:49
The Hunter,black tongue,Troy Sanders, You killed the life  You took the diamond  You killed the vine  Death of the  ,0:43,1:09
The Hunter,black tongue,Troy Sanders, You own the darkness  Have taken my sight  You buried the stars underground  You've stolen the night  ,1:10,1:27
The Hunter,black tongue,Troy Sanders, You can run to the sea  You can run to the forest  You can hide  But you'll never escape  ,1:32,1:46
The Hunter,black tongue,Troy Sanders, You've run out of lies  ,1:56,1:59
The Hunter,black tongue,Troy Sanders, You've run out of time  ,2:05,2:08
The Hunter,black tongue,Troy Sanders, You killed the life  You took the diamond  You killed the vine  Death of the sun ,3:01,3:18
The Hunter,blasteroid,Troy Sanders," Change your hair, change your clothes  I'll rearrange your face for you  If you can breathe when  I am through  I'll give it all right back to you  ",0:16,0:35
The Hunter,blasteroid,Brent Hinds, I want to drink some fucking blood  I want to break some fucking glass  I want to squeeze you till you're inside out  I want it all  ,0:48,1:05
The Hunter,blasteroid,Troy Sanders," Change your name, change your eyes  Become the one who  I despise  If you are sad and need to cry  Then turn around and go outside  ",1:06,1:26
The Hunter,blasteroid,Brent Hinds, I want to drink some fucking blood  I want to break some fucking glass  I want to squeeze you till you're inside out  I want it all ,1:39,1:55
The Hunter,creature lives,Brann Dailor, I saw the creature fall  Into the swamp from which he spawned  I heard them laugh and say  They never liked him anyway  ,2:00,2:20
The Hunter,creature lives,Brann Dailor, I tried to talk to them  To help you on your feet again  They laughed and said to me  The swamp is right where I should be  ,2:55,3:15
The Hunter,creature lives,Brann Dailor, The creature lives  The creature lives  The creature lives  The creature lives ,3:36,4:14
The Hunter,curl of the burl,Brann Dailor," I killed a man cause he killed my goat  I put my hands around his throat  He tried to reason with the sky and the clouds  But it didn't matter, cause they can't hear a sound  ",0:19,0:35
The Hunter,curl of the burl,Troy Sanders, It's just the curl of the burl  It's just the curl of the burl  That's just the way of the world  It's just the curl of the burl  ,0:45,1:00
The Hunter,curl of the burl,Brann Dailor," Splinters in my skin just like needles and pins  I cut through the pine, love the feeling it gives  Been out here for days running through these streets  I'm using my hands, cutting through the disease  ",1:10,1:26
